MISO Hourly Temperatures (Fahrenheit) in Major Cities
Hourly temperature data for major cities
Source: EIA collected from NOAA
Indianapolis Temperature (Fahrenheit),Indianapolis Temperature Observation Time (Eastern Standard),Minneapolis Temperature (Fahrenheit),Minneapolis Temperature Observation Time (Eastern Standard),New Orleans International Airport Temperature (Fahrenheit),New Orleans International Airport Temperature Observation Time (Eastern Standard),UTC Timestamp (Interval Ending),Local Timestamp Eastern Standard Time (Interval Beginning),Local Timestamp Eastern Standard Time (Interval Ending),Local Date,Hour Number
42.1,2020-01-02 02:54:00,35.1,2020-01-02 02:53:00,62.1,2020-01-02 02:53:00,2020-01-02 08:00:00,2020-01-02 02:00:00,2020-01-02 03:00:00,2020-01-02,3
43.0,2020-01-02 03:54:00,35.1,2020-01-02 03:53:00,64.0,2020-01-02 03:53:00,2020-01-02 09:00:00,2020-01-02 03:00:00,2020-01-02 04:00:00,2020-01-02,4
43.0,2020-01-02 04:54:00,34.0,2020-01-02 04:53:00,64.9,2020-01-02 04:53:00,2020-01-02 10:00:00,2020-01-02 04:00:00,2020-01-02 05:00:00,2020-01-02,5
43.0,2020-01-02 05:54:00,34.0,2020-01-02 05:53:00,69.1,2020-01-02 05:53:00,2020-01-02 11:00:00,2020-01-02 05:00:00,2020-01-02 06:00:00,2020-01-02,6
42.1,2020-01-02 06:54:00,34.0,2020-01-02 06:53:00,69.1,2020-01-02 06:53:00,2020-01-02 12:00:00,2020-01-02 06:00:00,2020-01-02 07:00:00,2020-01-02,7
41.0,2020-01-02 07:54:00,34.0,2020-01-02 07:53:00,70.0,2020-01-02 07:53:00,2020-01-02 13:00:00,2020-01-02 07:00:00,2020-01-02 08:00:00,2020-01-02,8
43.0,2020-01-02 08:54:00,34.0,2020-01-02 08:53:00,70.0,2020-01-02 08:53:00,2020-01-02 14:00:00,2020-01-02 08:00:00,2020-01-02 09:00:00,2020-01-02,9
46.0,2020-01-02 09:54:00,35.1,2020-01-02 09:53:00,73.0,2020-01-02 09:53:00,2020-01-02 15:00:00,2020-01-02 09:00:00,2020-01-02 10:00:00,2020-01-02,10
50.0,2020-01-02 10:54:00,36.0,2020-01-02 10:53:00,73.9,2020-01-02 10:53:00,2020-01-02 16:00:00,2020-01-02 10:00:00,2020-01-02 11:00:00,2020-01-02,11
52.0,2020-01-02 11:54:00,36.0,2020-01-02 11:53:00,75.9,2020-01-02 11:53:00,2020-01-02 17:00:00,2020-01-02 11:00:00,2020-01-02 12:00:00,2020-01-02,12
54.0,2020-01-02 12:54:00,37.0,2020-01-02 12:53:00,77.0,2020-01-02 12:53:00,2020-01-02 18:00:00,2020-01-02 12:00:00,2020-01-02 13:00:00,2020-01-02,13
51.1,2020-01-02 13:54:00,36.0,2020-01-02 13:53:00,78.1,2020-01-02 13:53:00,2020-01-02 19:00:00,2020-01-02 13:00:00,2020-01-02 14:00:00,2020-01-02,14
51.1,2020-01-02 14:54:00,35.1,2020-01-02 14:53:00,78.1,2020-01-02 14:53:00,2020-01-02 20:00:00,2020-01-02 14:00:00,2020-01-02 15:00:00,2020-01-02,15
51.1,2020-01-02 15:54:00,33.1,2020-01-02 15:53:00,78.1,2020-01-02 15:53:00,2020-01-02 21:00:00,2020-01-02 15:00:00,2020-01-02 16:00:00,2020-01-02,16
48.9,2020-01-02 16:54:00,32.0,2020-01-02 16:53:00,78.1,2020-01-02 16:53:00,2020-01-02 22:00:00,2020-01-02 16:00:00,2020-01-02 17:00:00,2020-01-02,17
48.0,2020-01-02 17:54:00,32.0,2020-01-02 17:53:00,75.9,2020-01-02 17:53:00,2020-01-02 23:00:00,2020-01-02 17:00:00,2020-01-02 18:00:00,2020-01-02,18
46.9,2020-01-02 18:54:00,30.9,2020-01-02 18:53:00,75.0,2020-01-02 18:53:00,2020-01-03 00:00:00,2020-01-02 18:00:00,2020-01-02 19:00:00,2020-01-02,19
46.9,2020-01-02 19:54:00,32.0,2020-01-02 19:53:00,75.0,2020-01-02 19:53:00,2020-01-03 01:00:00,2020-01-02 19:00:00,2020-01-02 20:00:00,2020-01-02,20
46.9,2020-01-02 20:54:00,32.0,2020-01-02 20:53:00,73.9,2020-01-02 20:53:00,2020-01-03 02:00:00,2020-01-02 20:00:00,2020-01-02 21:00:00,2020-01-02,21
46.9,2020-01-02 21:54:00,32.0,2020-01-02 21:53:00,73.9,2020-01-02 21:53:00,2020-01-03 03:00:00,2020-01-02 21:00:00,2020-01-02 22:00:00,2020-01-02,22
46.9,2020-01-02 22:54:00,32.0,2020-01-02 22:53:00,73.0,2020-01-02 22:53:00,2020-01-03 04:00:00,2020-01-02 22:00:00,2020-01-02 23:00:00,2020-01-02,23
46.0,2020-01-02 23:54:00,32.0,2020-01-02 23:53:00,72.0,2020-01-02 23:53:00,2020-01-03 05:00:00,2020-01-02 23:00:00,2020-01-03 00:00:00,2020-01-02,24
46.0,2020-01-03 00:54:00,32.0,2020-01-03 00:53:00,72.0,2020-01-03 00:53:00,2020-01-03 06:00:00,2020-01-03 00:00:00,2020-01-03 01:00:00,2020-01-03,1
46.9,2020-01-03 01:54:00,32.0,2020-01-03 01:53:00,64.9,2020-01-03 01:53:00,2020-01-03 07:00:00,2020-01-03 01:00:00,2020-01-03 02:00:00,2020-01-03,2
46.9,2020-01-03 02:54:00,32.0,2020-01-03 02:53:00,64.0,2020-01-03 02:53:00,2020-01-03 08:00:00,2020-01-03 02:00:00,2020-01-03 03:00:00,2020-01-03,3
46.0,2020-01-03 03:54:00,32.0,2020-01-03 03:53:00,63.0,2020-01-03 03:53:00,2020-01-03 09:00:00,2020-01-03 03:00:00,2020-01-03 04:00:00,2020-01-03,4
46.0,2020-01-03 04:54:00,32.0,2020-01-03 04:53:00,62.1,2020-01-03 04:53:00,2020-01-03 10:00:00,2020-01-03 04:00:00,2020-01-03 05:00:00,2020-01-03,5
46.0,2020-01-03 05:54:00,32.0,2020-01-03 05:53:00,62.1,2020-01-03 05:53:00,2020-01-03 11:00:00,2020-01-03 05:00:00,2020-01-03 06:00:00,2020-01-03,6
46.0,2020-01-03 06:54:00,32.0,2020-01-03 06:53:00,62.1,2020-01-03 06:53:00,2020-01-03 12:00:00,2020-01-03 06:00:00,2020-01-03 07:00:00,2020-01-03,7
46.0,2020-01-03 07:54:00,32.0,2020-01-03 07:53:00,61.0,2020-01-03 07:53:00,2020-01-03 13:00:00,2020-01-03 07:00:00,2020-01-03 08:00:00,2020-01-03,8
46.0,2020-01-03 08:54:00,33.1,2020-01-03 08:53:00,62.1,2020-01-03 08:53:00,2020-01-03 14:00:00,2020-01-03 08:00:00,2020-01-03 09:00:00,2020-01-03,9
46.9,2020-01-03 09:54:00,33.1,2020-01-03 09:53:00,62.1,2020-01-03 09:53:00,2020-01-03 15:00:00,2020-01-03 09:00:00,2020-01-03 10:00:00,2020-01-03,10
46.9,2020-01-03 10:54:00,33.1,2020-01-03 10:53:00,61.0,2020-01-03 10:53:00,2020-01-03 16:00:00,2020-01-03 10:00:00,2020-01-03 11:00:00,2020-01-03,11
48.0,2020-01-03 11:54:00,34.0,2020-01-03 11:53:00,61.0,2020-01-03 11:53:00,2020-01-03 17:00:00,2020-01-03 11:00:00,2020-01-03 12:00:00,2020-01-03,12
48.0,2020-01-03 12:54:00,34.0,2020-01-03 12:53:00,62.1,2020-01-03 12:53:00,2020-01-03 18:00:00,2020-01-03 12:00:00,2020-01-03 13:00:00,2020-01-03,13
48.0,2020-01-03 13:54:00,35.1,2020-01-03 13:53:00,61.0,2020-01-03 13:53:00,2020-01-03 19:00:00,2020-01-03 13:00:00,2020-01-03 14:00:00,2020-01-03,14
46.9,2020-01-03 14:54:00,34.0,2020-01-03 14:53:00,61.0,2020-01-03 14:53:00,2020-01-03 20:00:00,2020-01-03 14:00:00,2020-01-03 15:00:00,2020-01-03,15
46.0,2020-01-03 15:54:00,33.1,2020-01-03 15:53:00,62.1,2020-01-03 15:53:00,2020-01-03 21:00:00,2020-01-03 15:00:00,2020-01-03 16:00:00,2020-01-03,16
44.1,2020-01-03 16:54:00,33.1,2020-01-03 16:53:00,62.1,2020-01-03 16:53:00,2020-01-03 22:00:00,2020-01-03 16:00:00,2020-01-03 17:00:00,2020-01-03,17
43.0,2020-01-03 17:54:00,32.0,2020-01-03 17:53:00,61.0,2020-01-03 17:53:00,2020-01-03 23:00:00,2020-01-03 17:00:00,2020-01-03 18:00:00,2020-01-03,18
43.0,2020-01-03 18:54:00,30.9,2020-01-03 18:53:00,61.0,2020-01-03 18:53:00,2020-01-04 00:00:00,2020-01-03 18:00:00,2020-01-03 19:00:00,2020-01-03,19
42.1,2020-01-03 19:54:00,28.9,2020-01-03 19:53:00,61.0,2020-01-03 19:53:00,2020-01-04 01:00:00,2020-01-03 19:00:00,2020-01-03 20:00:00,2020-01-03,20
42.1,2020-01-03 20:54:00,27.0,2020-01-03 20:53:00,61.0,2020-01-03 20:53:00,2020-01-04 02:00:00,2020-01-03 20:00:00,2020-01-03 21:00:00,2020-01-03,21
42.1,2020-01-03 21:54:00,25.0,2020-01-03 21:53:00,60.1,2020-01-03 21:53:00,2020-01-04 03:00:00,2020-01-03 21:00:00,2020-01-03 22:00:00,2020-01-03,22
41.0,2020-01-03 22:54:00,24.1,2020-01-03 22:53:00,60.1,2020-01-03 22:53:00,2020-01-04 04:00:00,2020-01-03 22:00:00,2020-01-03 23:00:00,2020-01-03,23
41.0,2020-01-03 23:54:00,24.1,2020-01-03 23:53:00,60.1,2020-01-03 23:53:00,2020-01-04 05:00:00,2020-01-03 23:00:00,2020-01-04 00:00:00,2020-01-03,24
39.9,2020-01-04 00:54:00,24.1,2020-01-04 00:53:00,59.0,2020-01-04 00:53:00,2020-01-04 06:00:00,2020-01-04 00:00:00,2020-01-04 01:00:00,2020-01-04,1
39.0,2020-01-04 01:54:00,24.1,2020-01-04 01:53:00,59.0,2020-01-04 01:53:00,2020-01-04 07:00:00,2020-01-04 01:00:00,2020-01-04 02:00:00,2020-01-04,2
39.0,2020-01-04 02:54:00,24.1,2020-01-04 02:53:00,59.0,2020-01-04 02:53:00,2020-01-04 08:00:00,2020-01-04 02:00:00,2020-01-04 03:00:00,2020-01-04,3
37.9,2020-01-04 03:54:00,24.1,2020-01-04 03:53:00,60.1,2020-01-04 03:53:00,2020-01-04 09:00:00,2020-01-04 03:00:00,2020-01-04 04:00:00,2020-01-04,4
36.0,2020-01-04 04:54:00,24.1,2020-01-04 04:53:00,61.0,2020-01-04 04:53:00,2020-01-04 10:00:00,2020-01-04 04:00:00,2020-01-04 05:00:00,2020-01-04,5
36.0,2020-01-04 05:54:00,24.1,2020-01-04 05:53:00,60.1,2020-01-04 05:53:00,2020-01-04 11:00:00,2020-01-04 05:00:00,2020-01-04 06:00:00,2020-01-04,6
36.0,2020-01-04 06:54:00,24.1,2020-01-04 06:53:00,59.0,2020-01-04 06:53:00,2020-01-04 12:00:00,2020-01-04 06:00:00,2020-01-04 07:00:00,2020-01-04,7
35.1,2020-01-04 07:54:00,24.1,2020-01-04 07:53:00,59.0,2020-01-04 07:53:00,2020-01-04 13:00:00,2020-01-04 07:00:00,2020-01-04 08:00:00,2020-01-04,8
34.0,2020-01-04 08:54:00,24.1,2020-01-04 08:53:00,57.9,2020-01-04 08:53:00,2020-01-04 14:00:00,2020-01-04 08:00:00,2020-01-04 09:00:00,2020-01-04,9
34.0,2020-01-04 09:54:00,25.0,2020-01-04 09:53:00,57.0,2020-01-04 09:53:00,2020-01-04 15:00:00,2020-01-04 09:00:00,2020-01-04 10:00:00,2020-01-04,10
34.0,2020-01-04 10:54:00,26.1,2020-01-04 10:53:00,57.9,2020-01-04 10:53:00,2020-01-04 16:00:00,2020-01-04 10:00:00,2020-01-04 11:00:00,2020-01-04,11
35.1,2020-01-04 11:54:00,28.0,2020-01-04 11:53:00,59.0,2020-01-04 11:53:00,2020-01-04 17:00:00,2020-01-04 11:00:00,2020-01-04 12:00:00,2020-01-04,12
35.1,2020-01-04 12:54:00,28.0,2020-01-04 12:53:00,61.0,2020-01-04 12:53:00,2020-01-04 18:00:00,2020-01-04 12:00:00,2020-01-04 13:00:00,2020-01-04,13
35.1,2020-01-04 13:54:00,30.0,2020-01-04 13:53:00,62.1,2020-01-04 13:53:00,2020-01-04 19:00:00,2020-01-04 13:00:00,2020-01-04 14:00:00,2020-01-04,14
35.1,2020-01-04 14:54:00,30.0,2020-01-04 14:53:00,63.0,2020-01-04 14:53:00,2020-01-04 20:00:00,2020-01-04 14:00:00,2020-01-04 15:00:00,2020-01-04,15
34.0,2020-01-04 15:54:00,30.0,2020-01-04 15:53:00,64.0,2020-01-04 15:53:00,2020-01-04 21:00:00,2020-01-04 15:00:00,2020-01-04 16:00:00,2020-01-04,16
33.1,2020-01-04 16:54:00,28.9,2020-01-04 16:53:00,64.0,2020-01-04 16:53:00,2020-01-04 22:00:00,2020-01-04 16:00:00,2020-01-04 17:00:00,2020-01-04,17
33.1,2020-01-04 17:54:00,28.0,2020-01-04 17:53:00,62.1,2020-01-04 17:53:00,2020-01-04 23:00:00,2020-01-04 17:00:00,2020-01-04 18:00:00,2020-01-04,18
33.1,2020-01-04 18:54:00,28.0,2020-01-04 18:53:00,59.0,2020-01-04 18:53:00,2020-01-05 00:00:00,2020-01-04 18:00:00,2020-01-04 19:00:00,2020-01-04,19
33.1,2020-01-04 19:54:00,28.0,2020-01-04 19:53:00,57.0,2020-01-04 19:53:00,2020-01-05 01:00:00,2020-01-04 19:00:00,2020-01-04 20:00:00,2020-01-04,20
33.1,2020-01-04 20:54:00,27.0,2020-01-04 20:53:00,55.9,2020-01-04 20:53:00,2020-01-05 02:00:00,2020-01-04 20:00:00,2020-01-04 21:00:00,2020-01-04,21
33.1,2020-01-04 21:54:00,26.1,2020-01-04 21:53:00,55.9,2020-01-04 21:53:00,2020-01-05 03:00:00,2020-01-04 21:00:00,2020-01-04 22:00:00,2020-01-04,22
32.0,2020-01-04 22:54:00,26.1,2020-01-04 22:53:00,53.1,2020-01-04 22:53:00,2020-01-05 04:00:00,2020-01-04 22:00:00,2020-01-04 23:00:00,2020-01-04,23
30.9,2020-01-04 23:54:00,26.1,2020-01-04 23:53:00,50.0,2020-01-04 23:53:00,2020-01-05 05:00:00,2020-01-04 23:00:00,2020-01-05 00:00:00,2020-01-04,24
30.0,2020-01-05 00:54:00,27.0,2020-01-05 00:53:00,46.9,2020-01-05 00:53:00,2020-01-05 06:00:00,2020-01-05 00:00:00,2020-01-05 01:00:00,2020-01-05,1
28.0,2020-01-05 01:54:00,27.0,2020-01-05 01:53:00,46.0,2020-01-05 01:53:00,2020-01-05 07:00:00,2020-01-05 01:00:00,2020-01-05 02:00:00,2020-01-05,2
27.0,2020-01-05 02:54:00,28.0,2020-01-05 02:53:00,45.0,2020-01-05 02:53:00,2020-01-05 08:00:00,2020-01-05 02:00:00,2020-01-05 03:00:00,2020-01-05,3
25.0,2020-01-05 03:54:00,28.9,2020-01-05 03:53:00,45.0,2020-01-05 03:53:00,2020-01-05 09:00:00,2020-01-05 03:00:00,2020-01-05 04:00:00,2020-01-05,4
26.1,2020-01-05 04:54:00,28.9,2020-01-05 04:53:00,43.0,2020-01-05 04:53:00,2020-01-05 10:00:00,2020-01-05 04:00:00,2020-01-05 05:00:00,2020-01-05,5
25.0,2020-01-05 05:54:00,28.9,2020-01-05 05:53:00,44.1,2020-01-05 05:53:00,2020-01-05 11:00:00,2020-01-05 05:00:00,2020-01-05 06:00:00,2020-01-05,6
26.1,2020-01-05 06:54:00,30.0,2020-01-05 06:53:00,43.0,2020-01-05 06:53:00,2020-01-05 12:00:00,2020-01-05 06:00:00,2020-01-05 07:00:00,2020-01-05,7
25.0,2020-01-05 07:54:00,30.0,2020-01-05 07:53:00,44.1,2020-01-05 07:53:00,2020-01-05 13:00:00,2020-01-05 07:00:00,2020-01-05 08:00:00,2020-01-05,8
27.0,2020-01-05 08:54:00,30.9,2020-01-05 08:53:00,46.9,2020-01-05 08:53:00,2020-01-05 14:00:00,2020-01-05 08:00:00,2020-01-05 09:00:00,2020-01-05,9
30.0,2020-01-05 09:54:00,30.9,2020-01-05 09:53:00,54.0,2020-01-05 09:53:00,2020-01-05 15:00:00,2020-01-05 09:00:00,2020-01-05 10:00:00,2020-01-05,10
35.1,2020-01-05 10:54:00,36.0,2020-01-05 10:53:00,57.0,2020-01-05 10:53:00,2020-01-05 16:00:00,2020-01-05 10:00:00,2020-01-05 11:00:00,2020-01-05,11
39.0,2020-01-05 11:54:00,36.0,2020-01-05 11:53:00,60.1,2020-01-05 11:53:00,2020-01-05 17:00:00,2020-01-05 11:00:00,2020-01-05 12:00:00,2020-01-05,12
42.1,2020-01-05 12:54:00,36.0,2020-01-05 12:53:00,62.1,2020-01-05 12:53:00,2020-01-05 18:00:00,2020-01-05 12:00:00,2020-01-05 13:00:00,2020-01-05,13
45.0,2020-01-05 13:54:00,36.0,2020-01-05 13:53:00,63.0,2020-01-05 13:53:00,2020-01-05 19:00:00,2020-01-05 13:00:00,2020-01-05 14:00:00,2020-01-05,14
46.9,2020-01-05 14:54:00,37.0,2020-01-05 14:53:00,64.9,2020-01-05 14:53:00,2020-01-05 20:00:00,2020-01-05 14:00:00,2020-01-05 15:00:00,2020-01-05,15
46.9,2020-01-05 15:54:00,35.1,2020-01-05 15:53:00,66.0,2020-01-05 15:53:00,2020-01-05 21:00:00,2020-01-05 15:00:00,2020-01-05 16:00:00,2020-01-05,16
46.0,2020-01-05 16:54:00,34.0,2020-01-05 16:53:00,64.9,2020-01-05 16:53:00,2020-01-05 22:00:00,2020-01-05 16:00:00,2020-01-05 17:00:00,2020-01-05,17
43.0,2020-01-05 17:54:00,32.0,2020-01-05 17:53:00,62.1,2020-01-05 17:53:00,2020-01-05 23:00:00,2020-01-05 17:00:00,2020-01-05 18:00:00,2020-01-05,18
43.0,2020-01-05 18:54:00,30.0,2020-01-05 18:53:00,59.0,2020-01-05 18:53:00,2020-01-06 00:00:00,2020-01-05 18:00:00,2020-01-05 19:00:00,2020-01-05,19
43.0,2020-01-05 19:54:00,28.9,2020-01-05 19:53:00,57.0,2020-01-05 19:53:00,2020-01-06 01:00:00,2020-01-05 19:00:00,2020-01-05 20:00:00,2020-01-05,20
43.0,2020-01-05 20:54:00,28.0,2020-01-05 20:53:00,54.0,2020-01-05 20:53:00,2020-01-06 02:00:00,2020-01-05 20:00:00,2020-01-05 21:00:00,2020-01-05,21
39.9,2020-01-05 21:54:00,27.0,2020-01-05 21:53:00,53.1,2020-01-05 21:53:00,2020-01-06 03:00:00,2020-01-05 21:00:00,2020-01-05 22:00:00,2020-01-05,22
37.9,2020-01-05 22:54:00,27.0,2020-01-05 22:53:00,53.1,2020-01-05 22:53:00,2020-01-06 04:00:00,2020-01-05 22:00:00,2020-01-05 23:00:00,2020-01-05,23
36.0,2020-01-05 23:54:00,26.1,2020-01-05 23:53:00,52.0,2020-01-05 23:53:00,2020-01-06 05:00:00,2020-01-05 23:00:00,2020-01-06 00:00:00,2020-01-05,24
35.1,2020-01-06 00:54:00,24.1,2020-01-06 00:53:00,54.0,2020-01-06 00:53:00,2020-01-06 06:00:00,2020-01-06 00:00:00,2020-01-06 01:00:00,2020-01-06,1
34.0,2020-01-06 01:54:00,24.1,2020-01-06 01:53:00,51.1,2020-01-06 01:53:00,2020-01-06 07:00:00,2020-01-06 01:00:00,2020-01-06 02:00:00,2020-01-06,2
33.1,2020-01-06 02:54:00,23.0,2020-01-06 02:53:00,51.1,2020-01-06 02:53:00,2020-01-06 08:00:00,2020-01-06 02:00:00,2020-01-06 03:00:00,2020-01-06,3
30.9,2020-01-06 03:54:00,23.0,2020-01-06 03:53:00,51.1,2020-01-06 03:53:00,2020-01-06 09:00:00,2020-01-06 03:00:00,2020-01-06 04:00:00,2020-01-06,4
30.0,2020-01-06 04:54:00,23.0,2020-01-06 04:53:00,51.1,2020-01-06 04:53:00,2020-01-06 10:00:00,2020-01-06 04:00:00,2020-01-06 05:00:00,2020-01-06,5
28.0,2020-01-06 05:54:00,21.9,2020-01-06 05:53:00,51.1,2020-01-06 05:53:00,2020-01-06 11:00:00,2020-01-06 05:00:00,2020-01-06 06:00:00,2020-01-06,6
28.0,2020-01-06 06:54:00,23.0,2020-01-06 06:53:00,52.0,2020-01-06 06:53:00,2020-01-06 12:00:00,2020-01-06 06:00:00,2020-01-06 07:00:00,2020-01-06,7
26.1,2020-01-06 07:54:00,23.0,2020-01-06 07:53:00,51.1,2020-01-06 07:53:00,2020-01-06 13:00:00,2020-01-06 07:00:00,2020-01-06 08:00:00,2020-01-06,8
28.0,2020-01-06 08:54:00,23.0,2020-01-06 08:53:00,54.0,2020-01-06 08:53:00,2020-01-06 14:00:00,2020-01-06 08:00:00,2020-01-06 09:00:00,2020-01-06,9
30.9,2020-01-06 09:54:00,24.1,2020-01-06 09:53:00,61.0,2020-01-06 09:53:00,2020-01-06 15:00:00,2020-01-06 09:00:00,2020-01-06 10:00:00,2020-01-06,10
33.1,2020-01-06 10:54:00,27.0,2020-01-06 10:53:00,64.9,2020-01-06 10:53:00,2020-01-06 16:00:00,2020-01-06 10:00:00,2020-01-06 11:00:00,2020-01-06,11
36.0,2020-01-06 11:54:00,30.9,2020-01-06 11:53:00,68.0,2020-01-06 11:53:00,2020-01-06 17:00:00,2020-01-06 11:00:00,2020-01-06 12:00:00,2020-01-06,12
39.0,2020-01-06 12:54:00,33.1,2020-01-06 12:53:00,70.0,2020-01-06 12:53:00,2020-01-06 18:00:00,2020-01-06 12:00:00,2020-01-06 13:00:00,2020-01-06,13
39.9,2020-01-06 13:54:00,33.1,2020-01-06 13:53:00,71.1,2020-01-06 13:53:00,2020-01-06 19:00:00,2020-01-06 13:00:00,2020-01-06 14:00:00,2020-01-06,14
42.1,2020-01-06 14:54:00,34.0,2020-01-06 14:53:00,72.0,2020-01-06 14:53:00,2020-01-06 20:00:00,2020-01-06 14:00:00,2020-01-06 15:00:00,2020-01-06,15
43.0,2020-01-06 15:54:00,35.1,2020-01-06 15:53:00,71.1,2020-01-06 15:53:00,2020-01-06 21:00:00,2020-01-06 15:00:00,2020-01-06 16:00:00,2020-01-06,16
