MISO Hourly Temperatures (Fahrenheit) in Major Cities
Hourly temperature data for major cities
Source: EIA collected from NOAA
Indianapolis Temperature (Fahrenheit),Indianapolis Temperature Observation Time (Eastern Standard),Minneapolis Temperature (Fahrenheit),Minneapolis Temperature Observation Time (Eastern Standard),New Orleans International Airport Temperature (Fahrenheit),New Orleans International Airport Temperature Observation Time (Eastern Standard),UTC Timestamp (Interval Ending),Local Timestamp Eastern Standard Time (Interval Beginning),Local Timestamp Eastern Standard Time (Interval Ending),Local Date,Hour Number
32.0,2020-01-23 00:54:00,32.0,2020-01-23 00:53:00,53.1,2020-01-23 00:53:00,2020-01-23 06:00:00,2020-01-23 00:00:00,2020-01-23 01:00:00,2020-01-23,1
33.1,2020-01-23 01:54:00,32.0,2020-01-23 01:53:00,52.0,2020-01-23 01:53:00,2020-01-23 07:00:00,2020-01-23 01:00:00,2020-01-23 02:00:00,2020-01-23,2
32.0,2020-01-23 02:54:00,32.0,2020-01-23 02:53:00,53.1,2020-01-23 02:53:00,2020-01-23 08:00:00,2020-01-23 02:00:00,2020-01-23 03:00:00,2020-01-23,3
32.0,2020-01-23 03:54:00,32.0,2020-01-23 03:53:00,53.1,2020-01-23 03:53:00,2020-01-23 09:00:00,2020-01-23 03:00:00,2020-01-23 04:00:00,2020-01-23,4
33.1,2020-01-23 04:54:00,30.9,2020-01-23 04:53:00,53.1,2020-01-23 04:53:00,2020-01-23 10:00:00,2020-01-23 04:00:00,2020-01-23 05:00:00,2020-01-23,5
32.0,2020-01-23 05:54:00,30.9,2020-01-23 05:53:00,54.0,2020-01-23 05:53:00,2020-01-23 11:00:00,2020-01-23 05:00:00,2020-01-23 06:00:00,2020-01-23,6
33.1,2020-01-23 06:54:00,30.9,2020-01-23 06:53:00,54.0,2020-01-23 06:53:00,2020-01-23 12:00:00,2020-01-23 06:00:00,2020-01-23 07:00:00,2020-01-23,7
33.1,2020-01-23 07:54:00,30.0,2020-01-23 07:53:00,52.0,2020-01-23 07:53:00,2020-01-23 13:00:00,2020-01-23 07:00:00,2020-01-23 08:00:00,2020-01-23,8
35.1,2020-01-23 08:54:00,30.9,2020-01-23 08:53:00,51.1,2020-01-23 08:53:00,2020-01-23 14:00:00,2020-01-23 08:00:00,2020-01-23 09:00:00,2020-01-23,9
36.0,2020-01-23 09:54:00,30.9,2020-01-23 09:53:00,53.1,2020-01-23 09:53:00,2020-01-23 15:00:00,2020-01-23 09:00:00,2020-01-23 10:00:00,2020-01-23,10
39.0,2020-01-23 10:54:00,30.9,2020-01-23 10:53:00,55.9,2020-01-23 10:53:00,2020-01-23 16:00:00,2020-01-23 10:00:00,2020-01-23 11:00:00,2020-01-23,11
39.9,2020-01-23 11:54:00,32.0,2020-01-23 11:53:00,60.1,2020-01-23 11:53:00,2020-01-23 17:00:00,2020-01-23 11:00:00,2020-01-23 12:00:00,2020-01-23,12
43.0,2020-01-23 12:54:00,32.0,2020-01-23 12:53:00,60.1,2020-01-23 12:53:00,2020-01-23 18:00:00,2020-01-23 12:00:00,2020-01-23 13:00:00,2020-01-23,13
44.1,2020-01-23 13:54:00,33.1,2020-01-23 13:53:00,61.0,2020-01-23 13:53:00,2020-01-23 19:00:00,2020-01-23 13:00:00,2020-01-23 14:00:00,2020-01-23,14
45.0,2020-01-23 14:54:00,33.1,2020-01-23 14:53:00,64.0,2020-01-23 14:53:00,2020-01-23 20:00:00,2020-01-23 14:00:00,2020-01-23 15:00:00,2020-01-23,15
44.1,2020-01-23 15:54:00,33.1,2020-01-23 15:53:00,64.9,2020-01-23 15:53:00,2020-01-23 21:00:00,2020-01-23 15:00:00,2020-01-23 16:00:00,2020-01-23,16
43.0,2020-01-23 16:54:00,32.0,2020-01-23 16:53:00,64.9,2020-01-23 16:53:00,2020-01-23 22:00:00,2020-01-23 16:00:00,2020-01-23 17:00:00,2020-01-23,17
42.1,2020-01-23 17:54:00,32.0,2020-01-23 17:53:00,64.0,2020-01-23 17:53:00,2020-01-23 23:00:00,2020-01-23 17:00:00,2020-01-23 18:00:00,2020-01-23,18
39.9,2020-01-23 18:54:00,32.0,2020-01-23 18:53:00,62.1,2020-01-23 18:53:00,2020-01-24 00:00:00,2020-01-23 18:00:00,2020-01-23 19:00:00,2020-01-23,19
39.9,2020-01-23 19:54:00,32.0,2020-01-23 19:53:00,60.1,2020-01-23 19:53:00,2020-01-24 01:00:00,2020-01-23 19:00:00,2020-01-23 20:00:00,2020-01-23,20
39.0,2020-01-23 20:54:00,30.9,2020-01-23 20:53:00,60.1,2020-01-23 20:53:00,2020-01-24 02:00:00,2020-01-23 20:00:00,2020-01-23 21:00:00,2020-01-23,21
37.0,2020-01-23 21:54:00,30.9,2020-01-23 21:53:00,55.9,2020-01-23 21:53:00,2020-01-24 03:00:00,2020-01-23 21:00:00,2020-01-23 22:00:00,2020-01-23,22
37.0,2020-01-23 22:54:00,32.0,2020-01-23 22:53:00,57.9,2020-01-23 22:53:00,2020-01-24 04:00:00,2020-01-23 22:00:00,2020-01-23 23:00:00,2020-01-23,23
37.0,2020-01-23 23:54:00,32.0,2020-01-23 23:53:00,57.9,2020-01-23 23:53:00,2020-01-24 05:00:00,2020-01-23 23:00:00,2020-01-24 00:00:00,2020-01-23,24
37.9,2020-01-24 00:54:00,32.0,2020-01-24 00:53:00,57.9,2020-01-24 00:53:00,2020-01-24 06:00:00,2020-01-24 00:00:00,2020-01-24 01:00:00,2020-01-24,1
37.9,2020-01-24 01:54:00,32.0,2020-01-24 01:53:00,57.9,2020-01-24 01:53:00,2020-01-24 07:00:00,2020-01-24 01:00:00,2020-01-24 02:00:00,2020-01-24,2
37.9,2020-01-24 02:54:00,32.0,2020-01-24 02:53:00,57.0,2020-01-24 02:53:00,2020-01-24 08:00:00,2020-01-24 02:00:00,2020-01-24 03:00:00,2020-01-24,3
39.0,2020-01-24 03:54:00,30.9,2020-01-24 03:53:00,55.0,2020-01-24 03:53:00,2020-01-24 09:00:00,2020-01-24 03:00:00,2020-01-24 04:00:00,2020-01-24,4
39.0,2020-01-24 04:54:00,30.9,2020-01-24 04:53:00,53.1,2020-01-24 04:53:00,2020-01-24 10:00:00,2020-01-24 04:00:00,2020-01-24 05:00:00,2020-01-24,5
39.0,2020-01-24 05:54:00,30.0,2020-01-24 05:53:00,53.1,2020-01-24 05:53:00,2020-01-24 11:00:00,2020-01-24 05:00:00,2020-01-24 06:00:00,2020-01-24,6
39.0,2020-01-24 06:54:00,30.0,2020-01-24 06:53:00,53.1,2020-01-24 06:53:00,2020-01-24 12:00:00,2020-01-24 06:00:00,2020-01-24 07:00:00,2020-01-24,7
39.0,2020-01-24 07:54:00,28.9,2020-01-24 07:53:00,51.1,2020-01-24 07:53:00,2020-01-24 13:00:00,2020-01-24 07:00:00,2020-01-24 08:00:00,2020-01-24,8
39.9,2020-01-24 08:54:00,28.9,2020-01-24 08:53:00,52.0,2020-01-24 08:53:00,2020-01-24 14:00:00,2020-01-24 08:00:00,2020-01-24 09:00:00,2020-01-24,9
39.9,2020-01-24 09:54:00,30.0,2020-01-24 09:53:00,54.0,2020-01-24 09:53:00,2020-01-24 15:00:00,2020-01-24 09:00:00,2020-01-24 10:00:00,2020-01-24,10
41.0,2020-01-24 10:54:00,30.0,2020-01-24 10:53:00,55.9,2020-01-24 10:53:00,2020-01-24 16:00:00,2020-01-24 10:00:00,2020-01-24 11:00:00,2020-01-24,11
42.1,2020-01-24 11:54:00,30.9,2020-01-24 11:53:00,59.0,2020-01-24 11:53:00,2020-01-24 17:00:00,2020-01-24 11:00:00,2020-01-24 12:00:00,2020-01-24,12
43.0,2020-01-24 12:54:00,30.9,2020-01-24 12:53:00,62.1,2020-01-24 12:53:00,2020-01-24 18:00:00,2020-01-24 12:00:00,2020-01-24 13:00:00,2020-01-24,13
41.0,2020-01-24 13:54:00,32.0,2020-01-24 13:53:00,64.0,2020-01-24 13:53:00,2020-01-24 19:00:00,2020-01-24 13:00:00,2020-01-24 14:00:00,2020-01-24,14
41.0,2020-01-24 14:54:00,32.0,2020-01-24 14:53:00,66.0,2020-01-24 14:53:00,2020-01-24 20:00:00,2020-01-24 14:00:00,2020-01-24 15:00:00,2020-01-24,15
39.9,2020-01-24 15:54:00,32.0,2020-01-24 15:53:00,66.0,2020-01-24 15:53:00,2020-01-24 21:00:00,2020-01-24 15:00:00,2020-01-24 16:00:00,2020-01-24,16
39.0,2020-01-24 16:54:00,32.0,2020-01-24 16:53:00,64.9,2020-01-24 16:53:00,2020-01-24 22:00:00,2020-01-24 16:00:00,2020-01-24 17:00:00,2020-01-24,17
37.9,2020-01-24 17:54:00,32.0,2020-01-24 17:53:00,63.0,2020-01-24 17:53:00,2020-01-24 23:00:00,2020-01-24 17:00:00,2020-01-24 18:00:00,2020-01-24,18
37.9,2020-01-24 18:54:00,32.0,2020-01-24 18:53:00,57.0,2020-01-24 18:53:00,2020-01-25 00:00:00,2020-01-24 18:00:00,2020-01-24 19:00:00,2020-01-24,19
37.0,2020-01-24 19:54:00,32.0,2020-01-24 19:53:00,55.9,2020-01-24 19:53:00,2020-01-25 01:00:00,2020-01-24 19:00:00,2020-01-24 20:00:00,2020-01-24,20
37.0,2020-01-24 20:54:00,32.0,2020-01-24 20:53:00,55.0,2020-01-24 20:53:00,2020-01-25 02:00:00,2020-01-24 20:00:00,2020-01-24 21:00:00,2020-01-24,21
36.0,2020-01-24 21:54:00,32.0,2020-01-24 21:53:00,54.0,2020-01-24 21:53:00,2020-01-25 03:00:00,2020-01-24 21:00:00,2020-01-24 22:00:00,2020-01-24,22
36.0,2020-01-24 22:54:00,32.0,2020-01-24 22:53:00,50.0,2020-01-24 22:53:00,2020-01-25 04:00:00,2020-01-24 22:00:00,2020-01-24 23:00:00,2020-01-24,23
36.0,2020-01-24 23:54:00,30.9,2020-01-24 23:53:00,50.0,2020-01-24 23:53:00,2020-01-25 05:00:00,2020-01-24 23:00:00,2020-01-25 00:00:00,2020-01-24,24
36.0,2020-01-25 00:54:00,30.9,2020-01-25 00:53:00,50.0,2020-01-25 00:53:00,2020-01-25 06:00:00,2020-01-25 00:00:00,2020-01-25 01:00:00,2020-01-25,1
36.0,2020-01-25 01:54:00,30.0,2020-01-25 01:53:00,50.0,2020-01-25 01:53:00,2020-01-25 07:00:00,2020-01-25 01:00:00,2020-01-25 02:00:00,2020-01-25,2
36.0,2020-01-25 02:54:00,28.9,2020-01-25 02:53:00,48.9,2020-01-25 02:53:00,2020-01-25 08:00:00,2020-01-25 02:00:00,2020-01-25 03:00:00,2020-01-25,3
34.0,2020-01-25 03:54:00,28.9,2020-01-25 03:53:00,48.0,2020-01-25 03:53:00,2020-01-25 09:00:00,2020-01-25 03:00:00,2020-01-25 04:00:00,2020-01-25,4
34.0,2020-01-25 04:54:00,30.0,2020-01-25 04:53:00,48.0,2020-01-25 04:53:00,2020-01-25 10:00:00,2020-01-25 04:00:00,2020-01-25 05:00:00,2020-01-25,5
33.1,2020-01-25 05:54:00,30.0,2020-01-25 05:53:00,45.0,2020-01-25 05:53:00,2020-01-25 11:00:00,2020-01-25 05:00:00,2020-01-25 06:00:00,2020-01-25,6
33.1,2020-01-25 06:54:00,30.0,2020-01-25 06:53:00,44.1,2020-01-25 06:53:00,2020-01-25 12:00:00,2020-01-25 06:00:00,2020-01-25 07:00:00,2020-01-25,7
33.1,2020-01-25 07:54:00,28.9,2020-01-25 07:53:00,43.0,2020-01-25 07:53:00,2020-01-25 13:00:00,2020-01-25 07:00:00,2020-01-25 08:00:00,2020-01-25,8
32.0,2020-01-25 08:54:00,28.9,2020-01-25 08:53:00,46.0,2020-01-25 08:53:00,2020-01-25 14:00:00,2020-01-25 08:00:00,2020-01-25 09:00:00,2020-01-25,9
33.1,2020-01-25 09:54:00,28.9,2020-01-25 09:53:00,53.1,2020-01-25 09:53:00,2020-01-25 15:00:00,2020-01-25 09:00:00,2020-01-25 10:00:00,2020-01-25,10
34.0,2020-01-25 10:54:00,30.0,2020-01-25 10:53:00,55.9,2020-01-25 10:53:00,2020-01-25 16:00:00,2020-01-25 10:00:00,2020-01-25 11:00:00,2020-01-25,11
34.0,2020-01-25 11:54:00,30.0,2020-01-25 11:53:00,57.9,2020-01-25 11:53:00,2020-01-25 17:00:00,2020-01-25 11:00:00,2020-01-25 12:00:00,2020-01-25,12
34.0,2020-01-25 12:54:00,30.9,2020-01-25 12:53:00,59.0,2020-01-25 12:53:00,2020-01-25 18:00:00,2020-01-25 12:00:00,2020-01-25 13:00:00,2020-01-25,13
33.1,2020-01-25 13:54:00,32.0,2020-01-25 13:53:00,60.1,2020-01-25 13:53:00,2020-01-25 19:00:00,2020-01-25 13:00:00,2020-01-25 14:00:00,2020-01-25,14
33.1,2020-01-25 14:54:00,32.0,2020-01-25 14:53:00,61.0,2020-01-25 14:53:00,2020-01-25 20:00:00,2020-01-25 14:00:00,2020-01-25 15:00:00,2020-01-25,15
33.1,2020-01-25 15:54:00,33.1,2020-01-25 15:53:00,63.0,2020-01-25 15:53:00,2020-01-25 21:00:00,2020-01-25 15:00:00,2020-01-25 16:00:00,2020-01-25,16
32.0,2020-01-25 16:54:00,33.1,2020-01-25 16:53:00,64.0,2020-01-25 16:53:00,2020-01-25 22:00:00,2020-01-25 16:00:00,2020-01-25 17:00:00,2020-01-25,17
32.0,2020-01-25 17:54:00,32.0,2020-01-25 17:53:00,61.0,2020-01-25 17:53:00,2020-01-25 23:00:00,2020-01-25 17:00:00,2020-01-25 18:00:00,2020-01-25,18
32.0,2020-01-25 18:54:00,30.0,2020-01-25 18:53:00,59.0,2020-01-25 18:53:00,2020-01-26 00:00:00,2020-01-25 18:00:00,2020-01-25 19:00:00,2020-01-25,19
32.0,2020-01-25 19:54:00,27.0,2020-01-25 19:53:00,57.0,2020-01-25 19:53:00,2020-01-26 01:00:00,2020-01-25 19:00:00,2020-01-25 20:00:00,2020-01-25,20
32.0,2020-01-25 20:54:00,28.0,2020-01-25 20:53:00,55.0,2020-01-25 20:53:00,2020-01-26 02:00:00,2020-01-25 20:00:00,2020-01-25 21:00:00,2020-01-25,21
32.0,2020-01-25 21:54:00,28.9,2020-01-25 21:53:00,55.0,2020-01-25 21:53:00,2020-01-26 03:00:00,2020-01-25 21:00:00,2020-01-25 22:00:00,2020-01-25,22
32.0,2020-01-25 22:54:00,28.0,2020-01-25 22:53:00,55.0,2020-01-25 22:53:00,2020-01-26 04:00:00,2020-01-25 22:00:00,2020-01-25 23:00:00,2020-01-25,23
30.9,2020-01-25 23:54:00,27.0,2020-01-25 23:53:00,54.0,2020-01-25 23:53:00,2020-01-26 05:00:00,2020-01-25 23:00:00,2020-01-26 00:00:00,2020-01-25,24
30.9,2020-01-26 00:54:00,27.0,2020-01-26 00:53:00,54.0,2020-01-26 00:53:00,2020-01-26 06:00:00,2020-01-26 00:00:00,2020-01-26 01:00:00,2020-01-26,1
30.9,2020-01-26 01:54:00,27.0,2020-01-26 01:53:00,55.0,2020-01-26 01:53:00,2020-01-26 07:00:00,2020-01-26 01:00:00,2020-01-26 02:00:00,2020-01-26,2
30.9,2020-01-26 02:54:00,26.1,2020-01-26 02:53:00,54.0,2020-01-26 02:53:00,2020-01-26 08:00:00,2020-01-26 02:00:00,2020-01-26 03:00:00,2020-01-26,3
30.9,2020-01-26 03:54:00,26.1,2020-01-26 03:53:00,54.0,2020-01-26 03:53:00,2020-01-26 09:00:00,2020-01-26 03:00:00,2020-01-26 04:00:00,2020-01-26,4
30.9,2020-01-26 04:54:00,26.1,2020-01-26 04:53:00,54.0,2020-01-26 04:53:00,2020-01-26 10:00:00,2020-01-26 04:00:00,2020-01-26 05:00:00,2020-01-26,5
30.9,2020-01-26 05:54:00,26.1,2020-01-26 05:53:00,54.0,2020-01-26 05:53:00,2020-01-26 11:00:00,2020-01-26 05:00:00,2020-01-26 06:00:00,2020-01-26,6
30.9,2020-01-26 06:54:00,26.1,2020-01-26 06:53:00,55.0,2020-01-26 06:53:00,2020-01-26 12:00:00,2020-01-26 06:00:00,2020-01-26 07:00:00,2020-01-26,7
30.9,2020-01-26 07:54:00,25.0,2020-01-26 07:53:00,54.0,2020-01-26 07:53:00,2020-01-26 13:00:00,2020-01-26 07:00:00,2020-01-26 08:00:00,2020-01-26,8
30.9,2020-01-26 08:54:00,25.0,2020-01-26 08:53:00,53.1,2020-01-26 08:53:00,2020-01-26 14:00:00,2020-01-26 08:00:00,2020-01-26 09:00:00,2020-01-26,9
30.9,2020-01-26 09:54:00,25.0,2020-01-26 09:53:00,52.0,2020-01-26 09:53:00,2020-01-26 15:00:00,2020-01-26 09:00:00,2020-01-26 10:00:00,2020-01-26,10
32.0,2020-01-26 10:54:00,25.0,2020-01-26 10:53:00,52.0,2020-01-26 10:53:00,2020-01-26 16:00:00,2020-01-26 10:00:00,2020-01-26 11:00:00,2020-01-26,11
33.1,2020-01-26 11:54:00,27.0,2020-01-26 11:53:00,53.1,2020-01-26 11:53:00,2020-01-26 17:00:00,2020-01-26 11:00:00,2020-01-26 12:00:00,2020-01-26,12
34.0,2020-01-26 12:54:00,28.0,2020-01-26 12:53:00,54.0,2020-01-26 12:53:00,2020-01-26 18:00:00,2020-01-26 12:00:00,2020-01-26 13:00:00,2020-01-26,13
35.1,2020-01-26 13:54:00,27.0,2020-01-26 13:53:00,54.0,2020-01-26 13:53:00,2020-01-26 19:00:00,2020-01-26 13:00:00,2020-01-26 14:00:00,2020-01-26,14
36.0,2020-01-26 14:54:00,28.0,2020-01-26 14:53:00,54.0,2020-01-26 14:53:00,2020-01-26 20:00:00,2020-01-26 14:00:00,2020-01-26 15:00:00,2020-01-26,15
37.0,2020-01-26 15:54:00,28.9,2020-01-26 15:53:00,54.0,2020-01-26 15:53:00,2020-01-26 21:00:00,2020-01-26 15:00:00,2020-01-26 16:00:00,2020-01-26,16
37.0,2020-01-26 16:54:00,30.0,2020-01-26 16:53:00,55.9,2020-01-26 16:53:00,2020-01-26 22:00:00,2020-01-26 16:00:00,2020-01-26 17:00:00,2020-01-26,17
35.1,2020-01-26 17:54:00,28.9,2020-01-26 17:53:00,55.9,2020-01-26 17:53:00,2020-01-26 23:00:00,2020-01-26 17:00:00,2020-01-26 18:00:00,2020-01-26,18
33.1,2020-01-26 18:54:00,28.9,2020-01-26 18:53:00,55.9,2020-01-26 18:53:00,2020-01-27 00:00:00,2020-01-26 18:00:00,2020-01-26 19:00:00,2020-01-26,19
33.1,2020-01-26 19:54:00,28.0,2020-01-26 19:53:00,55.9,2020-01-26 19:53:00,2020-01-27 01:00:00,2020-01-26 19:00:00,2020-01-26 20:00:00,2020-01-26,20
30.0,2020-01-26 20:54:00,27.0,2020-01-26 20:53:00,55.9,2020-01-26 20:53:00,2020-01-27 02:00:00,2020-01-26 20:00:00,2020-01-26 21:00:00,2020-01-26,21
30.0,2020-01-26 21:54:00,27.0,2020-01-26 21:53:00,55.9,2020-01-26 21:53:00,2020-01-27 03:00:00,2020-01-26 21:00:00,2020-01-26 22:00:00,2020-01-26,22
30.0,2020-01-26 22:54:00,26.1,2020-01-26 22:53:00,55.9,2020-01-26 22:53:00,2020-01-27 04:00:00,2020-01-26 22:00:00,2020-01-26 23:00:00,2020-01-26,23
28.9,2020-01-26 23:54:00,26.1,2020-01-26 23:53:00,55.9,2020-01-26 23:53:00,2020-01-27 05:00:00,2020-01-26 23:00:00,2020-01-27 00:00:00,2020-01-26,24
28.0,2020-01-27 00:54:00,25.0,2020-01-27 00:53:00,55.9,2020-01-27 00:53:00,2020-01-27 06:00:00,2020-01-27 00:00:00,2020-01-27 01:00:00,2020-01-27,1
28.9,2020-01-27 01:54:00,25.0,2020-01-27 01:53:00,55.0,2020-01-27 01:53:00,2020-01-27 07:00:00,2020-01-27 01:00:00,2020-01-27 02:00:00,2020-01-27,2
30.0,2020-01-27 02:54:00,25.0,2020-01-27 02:53:00,55.0,2020-01-27 02:53:00,2020-01-27 08:00:00,2020-01-27 02:00:00,2020-01-27 03:00:00,2020-01-27,3
30.0,2020-01-27 03:54:00,25.0,2020-01-27 03:53:00,55.0,2020-01-27 03:53:00,2020-01-27 09:00:00,2020-01-27 03:00:00,2020-01-27 04:00:00,2020-01-27,4
28.9,2020-01-27 04:54:00,24.1,2020-01-27 04:53:00,55.0,2020-01-27 04:53:00,2020-01-27 10:00:00,2020-01-27 04:00:00,2020-01-27 05:00:00,2020-01-27,5
28.0,2020-01-27 05:54:00,24.1,2020-01-27 05:53:00,55.0,2020-01-27 05:53:00,2020-01-27 11:00:00,2020-01-27 05:00:00,2020-01-27 06:00:00,2020-01-27,6
28.0,2020-01-27 06:54:00,24.1,2020-01-27 06:53:00,55.0,2020-01-27 06:53:00,2020-01-27 12:00:00,2020-01-27 06:00:00,2020-01-27 07:00:00,2020-01-27,7
28.9,2020-01-27 07:54:00,24.1,2020-01-27 07:53:00,55.0,2020-01-27 07:53:00,2020-01-27 13:00:00,2020-01-27 07:00:00,2020-01-27 08:00:00,2020-01-27,8
28.9,2020-01-27 08:54:00,25.0,2020-01-27 08:53:00,55.9,2020-01-27 08:53:00,2020-01-27 14:00:00,2020-01-27 08:00:00,2020-01-27 09:00:00,2020-01-27,9
30.0,2020-01-27 09:54:00,25.0,2020-01-27 09:53:00,55.9,2020-01-27 09:53:00,2020-01-27 15:00:00,2020-01-27 09:00:00,2020-01-27 10:00:00,2020-01-27,10
30.0,2020-01-27 10:54:00,26.1,2020-01-27 10:53:00,55.9,2020-01-27 10:53:00,2020-01-27 16:00:00,2020-01-27 10:00:00,2020-01-27 11:00:00,2020-01-27,11
32.0,2020-01-27 11:54:00,26.1,2020-01-27 11:53:00,55.9,2020-01-27 11:53:00,2020-01-27 17:00:00,2020-01-27 11:00:00,2020-01-27 12:00:00,2020-01-27,12
32.0,2020-01-27 12:54:00,27.0,2020-01-27 12:53:00,55.9,2020-01-27 12:53:00,2020-01-27 18:00:00,2020-01-27 12:00:00,2020-01-27 13:00:00,2020-01-27,13
32.0,2020-01-27 13:54:00,27.0,2020-01-27 13:53:00,57.0,2020-01-27 13:53:00,2020-01-27 19:00:00,2020-01-27 13:00:00,2020-01-27 14:00:00,2020-01-27,14
32.0,2020-01-27 14:54:00,27.0,2020-01-27 14:53:00,57.0,2020-01-27 14:53:00,2020-01-27 20:00:00,2020-01-27 14:00:00,2020-01-27 15:00:00,2020-01-27,15
32.0,2020-01-27 15:54:00,27.0,2020-01-27 15:53:00,57.0,2020-01-27 15:53:00,2020-01-27 21:00:00,2020-01-27 15:00:00,2020-01-27 16:00:00,2020-01-27,16
32.0,2020-01-27 16:54:00,26.1,2020-01-27 16:53:00,57.9,2020-01-27 16:53:00,2020-01-27 22:00:00,2020-01-27 16:00:00,2020-01-27 17:00:00,2020-01-27,17
32.0,2020-01-27 17:54:00,25.0,2020-01-27 17:53:00,57.9,2020-01-27 17:53:00,2020-01-27 23:00:00,2020-01-27 17:00:00,2020-01-27 18:00:00,2020-01-27,18
32.0,2020-01-27 18:54:00,24.1,2020-01-27 18:53:00,57.0,2020-01-27 18:53:00,2020-01-28 00:00:00,2020-01-27 18:00:00,2020-01-27 19:00:00,2020-01-27,19
32.0,2020-01-27 19:54:00,23.0,2020-01-27 19:53:00,55.9,2020-01-27 19:53:00,2020-01-28 01:00:00,2020-01-27 19:00:00,2020-01-27 20:00:00,2020-01-27,20
32.0,2020-01-27 20:54:00,23.0,2020-01-27 20:53:00,55.9,2020-01-27 20:53:00,2020-01-28 02:00:00,2020-01-27 20:00:00,2020-01-27 21:00:00,2020-01-27,21
32.0,2020-01-27 21:54:00,21.9,2020-01-27 21:53:00,54.0,2020-01-27 21:53:00,2020-01-28 03:00:00,2020-01-27 21:00:00,2020-01-27 22:00:00,2020-01-27,22
32.0,2020-01-27 22:54:00,21.9,2020-01-27 22:53:00,52.0,2020-01-27 22:53:00,2020-01-28 04:00:00,2020-01-27 22:00:00,2020-01-27 23:00:00,2020-01-27,23
32.0,2020-01-27 23:54:00,21.9,2020-01-27 23:53:00,48.9,2020-01-27 23:53:00,2020-01-28 05:00:00,2020-01-27 23:00:00,2020-01-28 00:00:00,2020-01-27,24
30.9,2020-01-28 00:54:00,21.0,2020-01-28 00:53:00,48.9,2020-01-28 00:53:00,2020-01-28 06:00:00,2020-01-28 00:00:00,2020-01-28 01:00:00,2020-01-28,1
30.9,2020-01-28 01:54:00,21.0,2020-01-28 01:53:00,48.0,2020-01-28 01:53:00,2020-01-28 07:00:00,2020-01-28 01:00:00,2020-01-28 02:00:00,2020-01-28,2
30.9,2020-01-28 02:54:00,19.9,2020-01-28 02:53:00,46.9,2020-01-28 02:53:00,2020-01-28 08:00:00,2020-01-28 02:00:00,2020-01-28 03:00:00,2020-01-28,3
30.9,2020-01-28 03:54:00,19.9,2020-01-28 03:53:00,46.0,2020-01-28 03:53:00,2020-01-28 09:00:00,2020-01-28 03:00:00,2020-01-28 04:00:00,2020-01-28,4
30.9,2020-01-28 04:54:00,19.9,2020-01-28 04:53:00,46.0,2020-01-28 04:53:00,2020-01-28 10:00:00,2020-01-28 04:00:00,2020-01-28 05:00:00,2020-01-28,5
30.9,2020-01-28 05:54:00,19.0,2020-01-28 05:53:00,46.0,2020-01-28 05:53:00,2020-01-28 11:00:00,2020-01-28 05:00:00,2020-01-28 06:00:00,2020-01-28,6
30.9,2020-01-28 06:54:00,19.0,2020-01-28 06:53:00,44.1,2020-01-28 06:53:00,2020-01-28 12:00:00,2020-01-28 06:00:00,2020-01-28 07:00:00,2020-01-28,7
30.9,2020-01-28 07:54:00,19.0,2020-01-28 07:53:00,48.9,2020-01-28 07:53:00,2020-01-28 13:00:00,2020-01-28 07:00:00,2020-01-28 08:00:00,2020-01-28,8
30.9,2020-01-28 08:54:00,18.0,2020-01-28 08:53:00,52.0,2020-01-28 08:53:00,2020-01-28 14:00:00,2020-01-28 08:00:00,2020-01-28 09:00:00,2020-01-28,9
30.9,2020-01-28 09:54:00,18.0,2020-01-28 09:53:00,55.9,2020-01-28 09:53:00,2020-01-28 15:00:00,2020-01-28 09:00:00,2020-01-28 10:00:00,2020-01-28,10
30.9,2020-01-28 10:54:00,19.0,2020-01-28 10:53:00,57.9,2020-01-28 10:53:00,2020-01-28 16:00:00,2020-01-28 10:00:00,2020-01-28 11:00:00,2020-01-28,11
33.1,2020-01-28 11:54:00,19.0,2020-01-28 11:53:00,61.0,2020-01-28 11:53:00,2020-01-28 17:00:00,2020-01-28 11:00:00,2020-01-28 12:00:00,2020-01-28,12
33.1,2020-01-28 12:54:00,19.0,2020-01-28 12:53:00,64.0,2020-01-28 12:53:00,2020-01-28 18:00:00,2020-01-28 12:00:00,2020-01-28 13:00:00,2020-01-28,13
34.0,2020-01-28 13:54:00,19.9,2020-01-28 13:53:00,64.9,2020-01-28 13:53:00,2020-01-28 19:00:00,2020-01-28 13:00:00,2020-01-28 14:00:00,2020-01-28,14
33.1,2020-01-28 14:54:00,19.9,2020-01-28 14:53:00,64.9,2020-01-28 14:53:00,2020-01-28 20:00:00,2020-01-28 14:00:00,2020-01-28 15:00:00,2020-01-28,15
33.1,2020-01-28 15:54:00,19.0,2020-01-28 15:53:00,62.1,2020-01-28 15:53:00,2020-01-28 21:00:00,2020-01-28 15:00:00,2020-01-28 16:00:00,2020-01-28,16
33.1,2020-01-28 16:54:00,19.0,2020-01-28 16:53:00,62.1,2020-01-28 16:53:00,2020-01-28 22:00:00,2020-01-28 16:00:00,2020-01-28 17:00:00,2020-01-28,17
32.0,2020-01-28 17:54:00,19.0,2020-01-28 17:53:00,61.0,2020-01-28 17:53:00,2020-01-28 23:00:00,2020-01-28 17:00:00,2020-01-28 18:00:00,2020-01-28,18
