MISO Hourly Wind Generation (megawatt hour) for MISO System
Hourly system-level wind generation data for MISO
Source: EIA collected from MISO
UTC Timestamp (Interval Ending),Local Timestamp Eastern Standard Time (Interval Beginning),Local Timestamp Eastern Standard Time (Interval Ending),Local Date,Hour Number,MISO Total Wind Generation (MW)
2024-01-02 01:00:00,2024-01-01 19:00:00,2024-01-01 20:00:00,2024-01-01,20,15609.24
2024-01-02 02:00:00,2024-01-01 20:00:00,2024-01-01 21:00:00,2024-01-01,21,17385.32
2024-01-02 03:00:00,2024-01-01 21:00:00,2024-01-01 22:00:00,2024-01-01,22,18280.13
2024-01-02 04:00:00,2024-01-01 22:00:00,2024-01-01 23:00:00,2024-01-01,23,19601.54
2024-01-02 05:00:00,2024-01-01 23:00:00,2024-01-02 00:00:00,2024-01-02,24,20364.93
2024-01-02 06:00:00,2024-01-02 00:00:00,2024-01-02 01:00:00,2024-01-02,1,20629.44
2024-01-02 07:00:00,2024-01-02 01:00:00,2024-01-02 02:00:00,2024-01-02,2,20658.5
2024-01-02 08:00:00,2024-01-02 02:00:00,2024-01-02 03:00:00,2024-01-02,3,19957.64
2024-01-02 09:00:00,2024-01-02 03:00:00,2024-01-02 04:00:00,2024-01-02,4,19084.49
2024-01-02 10:00:00,2024-01-02 04:00:00,2024-01-02 05:00:00,2024-01-02,5,18473.95
2024-01-02 11:00:00,2024-01-02 05:00:00,2024-01-02 06:00:00,2024-01-02,6,17436.76
2024-01-02 12:00:00,2024-01-02 06:00:00,2024-01-02 07:00:00,2024-01-02,7,15498.8
2024-01-02 13:00:00,2024-01-02 07:00:00,2024-01-02 08:00:00,2024-01-02,8,14069.97
2024-01-02 14:00:00,2024-01-02 08:00:00,2024-01-02 09:00:00,2024-01-02,9,13587.79
2024-01-02 15:00:00,2024-01-02 09:00:00,2024-01-02 10:00:00,2024-01-02,10,12712.0
2024-01-02 16:00:00,2024-01-02 10:00:00,2024-01-02 11:00:00,2024-01-02,11,11907.51
2024-01-02 17:00:00,2024-01-02 11:00:00,2024-01-02 12:00:00,2024-01-02,12,11090.54
2024-01-02 18:00:00,2024-01-02 12:00:00,2024-01-02 13:00:00,2024-01-02,13,10985.62
2024-01-02 19:00:00,2024-01-02 13:00:00,2024-01-02 14:00:00,2024-01-02,14,10973.74
2024-01-02 20:00:00,2024-01-02 14:00:00,2024-01-02 15:00:00,2024-01-02,15,10411.43
2024-01-02 21:00:00,2024-01-02 15:00:00,2024-01-02 16:00:00,2024-01-02,16,9924.64
2024-01-04 19:00:00,2024-01-04 13:00:00,2024-01-04 14:00:00,2024-01-04,14,3480.63
2024-01-04 20:00:00,2024-01-04 14:00:00,2024-01-04 15:00:00,2024-01-04,15,3080.89
2024-01-04 21:00:00,2024-01-04 15:00:00,2024-01-04 16:00:00,2024-01-04,16,2825.5
2024-01-04 22:00:00,2024-01-04 16:00:00,2024-01-04 17:00:00,2024-01-04,17,2633.14
2024-01-04 23:00:00,2024-01-04 17:00:00,2024-01-04 18:00:00,2024-01-04,18,2500.98
2024-01-05 00:00:00,2024-01-04 18:00:00,2024-01-04 19:00:00,2024-01-04,19,2624.51
2024-01-05 01:00:00,2024-01-04 19:00:00,2024-01-04 20:00:00,2024-01-04,20,3128.45
2024-01-05 02:00:00,2024-01-04 20:00:00,2024-01-04 21:00:00,2024-01-04,21,3893.72
2024-01-05 03:00:00,2024-01-04 21:00:00,2024-01-04 22:00:00,2024-01-04,22,4515.24
2024-01-05 04:00:00,2024-01-04 22:00:00,2024-01-04 23:00:00,2024-01-04,23,5092.46
2024-01-05 05:00:00,2024-01-04 23:00:00,2024-01-05 00:00:00,2024-01-05,24,5446.15
2024-01-05 06:00:00,2024-01-05 00:00:00,2024-01-05 01:00:00,2024-01-05,1,6157.75
2024-01-05 07:00:00,2024-01-05 01:00:00,2024-01-05 02:00:00,2024-01-05,2,6753.84
2024-01-05 08:00:00,2024-01-05 02:00:00,2024-01-05 03:00:00,2024-01-05,3,6772.56
2024-01-05 09:00:00,2024-01-05 03:00:00,2024-01-05 04:00:00,2024-01-05,4,6438.01
2024-01-05 10:00:00,2024-01-05 04:00:00,2024-01-05 05:00:00,2024-01-05,5,6451.88
2024-01-05 11:00:00,2024-01-05 05:00:00,2024-01-05 06:00:00,2024-01-05,6,6138.69
2024-01-05 12:00:00,2024-01-05 06:00:00,2024-01-05 07:00:00,2024-01-05,7,5691.3
2024-01-05 13:00:00,2024-01-05 07:00:00,2024-01-05 08:00:00,2024-01-05,8,5216.16
2024-01-05 14:00:00,2024-01-05 08:00:00,2024-01-05 09:00:00,2024-01-05,9,5466.76
2024-01-05 15:00:00,2024-01-05 09:00:00,2024-01-05 10:00:00,2024-01-05,10,5896.02
2024-01-05 16:00:00,2024-01-05 10:00:00,2024-01-05 11:00:00,2024-01-05,11,6019.95
2024-01-05 17:00:00,2024-01-05 11:00:00,2024-01-05 12:00:00,2024-01-05,12,6160.06
2024-01-05 18:00:00,2024-01-05 12:00:00,2024-01-05 13:00:00,2024-01-05,13,6188.34
2024-01-05 19:00:00,2024-01-05 13:00:00,2024-01-05 14:00:00,2024-01-05,14,5985.99
2024-01-05 20:00:00,2024-01-05 14:00:00,2024-01-05 15:00:00,2024-01-05,15,5248.23
2024-01-05 21:00:00,2024-01-05 15:00:00,2024-01-05 16:00:00,2024-01-05,16,5479.06
2024-01-05 22:00:00,2024-01-05 16:00:00,2024-01-05 17:00:00,2024-01-05,17,4857.59
2024-01-05 23:00:00,2024-01-05 17:00:00,2024-01-05 18:00:00,2024-01-05,18,4745.14
2024-01-06 00:00:00,2024-01-05 18:00:00,2024-01-05 19:00:00,2024-01-05,19,5081.13
2024-01-06 01:00:00,2024-01-05 19:00:00,2024-01-05 20:00:00,2024-01-05,20,6346.69
2024-01-06 02:00:00,2024-01-05 20:00:00,2024-01-05 21:00:00,2024-01-05,21,6697.0
2024-01-06 03:00:00,2024-01-05 21:00:00,2024-01-05 22:00:00,2024-01-05,22,6845.91
2024-01-06 04:00:00,2024-01-05 22:00:00,2024-01-05 23:00:00,2024-01-05,23,6265.24
2024-01-06 05:00:00,2024-01-05 23:00:00,2024-01-06 00:00:00,2024-01-06,24,5448.8
2024-01-06 06:00:00,2024-01-06 00:00:00,2024-01-06 01:00:00,2024-01-06,1,5089.21
2024-01-06 07:00:00,2024-01-06 01:00:00,2024-01-06 02:00:00,2024-01-06,2,4669.47
2024-01-06 08:00:00,2024-01-06 02:00:00,2024-01-06 03:00:00,2024-01-06,3,4140.14
2024-01-06 09:00:00,2024-01-06 03:00:00,2024-01-06 04:00:00,2024-01-06,4,3519.71
2024-01-06 10:00:00,2024-01-06 04:00:00,2024-01-06 05:00:00,2024-01-06,5,2600.53
2024-01-06 11:00:00,2024-01-06 05:00:00,2024-01-06 06:00:00,2024-01-06,6,2056.82
2024-01-06 12:00:00,2024-01-06 06:00:00,2024-01-06 07:00:00,2024-01-06,7,1618.67
2024-01-06 13:00:00,2024-01-06 07:00:00,2024-01-06 08:00:00,2024-01-06,8,1267.05
2024-01-06 14:00:00,2024-01-06 08:00:00,2024-01-06 09:00:00,2024-01-06,9,1213.56
2024-01-06 15:00:00,2024-01-06 09:00:00,2024-01-06 10:00:00,2024-01-06,10,1552.04
2024-01-06 16:00:00,2024-01-06 10:00:00,2024-01-06 11:00:00,2024-01-06,11,1777.7
2024-01-06 17:00:00,2024-01-06 11:00:00,2024-01-06 12:00:00,2024-01-06,12,1820.47
2024-01-06 18:00:00,2024-01-06 12:00:00,2024-01-06 13:00:00,2024-01-06,13,2070.04
2024-01-06 19:00:00,2024-01-06 13:00:00,2024-01-06 14:00:00,2024-01-06,14,2492.29
2024-01-06 20:00:00,2024-01-06 14:00:00,2024-01-06 15:00:00,2024-01-06,15,2958.93
2024-01-06 21:00:00,2024-01-06 15:00:00,2024-01-06 16:00:00,2024-01-06,16,3615.54
2024-01-06 22:00:00,2024-01-06 16:00:00,2024-01-06 17:00:00,2024-01-06,17,3996.9
2024-01-06 23:00:00,2024-01-06 17:00:00,2024-01-06 18:00:00,2024-01-06,18,4092.62
2024-01-07 00:00:00,2024-01-06 18:00:00,2024-01-06 19:00:00,2024-01-06,19,4568.62
2024-01-07 01:00:00,2024-01-06 19:00:00,2024-01-06 20:00:00,2024-01-06,20,5174.01
2024-01-07 02:00:00,2024-01-06 20:00:00,2024-01-06 21:00:00,2024-01-06,21,5941.75
2024-01-07 03:00:00,2024-01-06 21:00:00,2024-01-06 22:00:00,2024-01-06,22,6828.11
2024-01-07 04:00:00,2024-01-06 22:00:00,2024-01-06 23:00:00,2024-01-06,23,7032.25
2024-01-07 05:00:00,2024-01-06 23:00:00,2024-01-07 00:00:00,2024-01-07,24,6655.43
2024-01-07 06:00:00,2024-01-07 00:00:00,2024-01-07 01:00:00,2024-01-07,1,6786.77
2024-01-07 07:00:00,2024-01-07 01:00:00,2024-01-07 02:00:00,2024-01-07,2,7090.18
2024-01-07 08:00:00,2024-01-07 02:00:00,2024-01-07 03:00:00,2024-01-07,3,7235.53
2024-01-07 09:00:00,2024-01-07 03:00:00,2024-01-07 04:00:00,2024-01-07,4,7709.42
2024-01-07 10:00:00,2024-01-07 04:00:00,2024-01-07 05:00:00,2024-01-07,5,8025.14
2024-01-07 11:00:00,2024-01-07 05:00:00,2024-01-07 06:00:00,2024-01-07,6,8129.7
2024-01-07 12:00:00,2024-01-07 06:00:00,2024-01-07 07:00:00,2024-01-07,7,7568.08
2024-01-07 13:00:00,2024-01-07 07:00:00,2024-01-07 08:00:00,2024-01-07,8,6828.23
2024-01-07 14:00:00,2024-01-07 08:00:00,2024-01-07 09:00:00,2024-01-07,9,5312.33
2024-01-07 15:00:00,2024-01-07 09:00:00,2024-01-07 10:00:00,2024-01-07,10,3939.09
2024-01-07 16:00:00,2024-01-07 10:00:00,2024-01-07 11:00:00,2024-01-07,11,3136.37
2024-01-07 17:00:00,2024-01-07 11:00:00,2024-01-07 12:00:00,2024-01-07,12,2894.68
2024-01-07 18:00:00,2024-01-07 12:00:00,2024-01-07 13:00:00,2024-01-07,13,3077.85
2024-01-07 19:00:00,2024-01-07 13:00:00,2024-01-07 14:00:00,2024-01-07,14,3068.99
2024-01-07 20:00:00,2024-01-07 14:00:00,2024-01-07 15:00:00,2024-01-07,15,2722.11
2024-01-07 21:00:00,2024-01-07 15:00:00,2024-01-07 16:00:00,2024-01-07,16,2215.75
2024-01-07 22:00:00,2024-01-07 16:00:00,2024-01-07 17:00:00,2024-01-07,17,2158.75
2024-01-07 23:00:00,2024-01-07 17:00:00,2024-01-07 18:00:00,2024-01-07,18,2391.92
2024-01-08 00:00:00,2024-01-07 18:00:00,2024-01-07 19:00:00,2024-01-07,19,2648.73
2024-01-08 01:00:00,2024-01-07 19:00:00,2024-01-07 20:00:00,2024-01-07,20,3005.78
2024-01-08 02:00:00,2024-01-07 20:00:00,2024-01-07 21:00:00,2024-01-07,21,3827.88
2024-01-08 03:00:00,2024-01-07 21:00:00,2024-01-07 22:00:00,2024-01-07,22,4688.98
2024-01-08 04:00:00,2024-01-07 22:00:00,2024-01-07 23:00:00,2024-01-07,23,5833.17
2024-01-08 05:00:00,2024-01-07 23:00:00,2024-01-08 00:00:00,2024-01-08,24,6022.35
2024-01-08 06:00:00,2024-01-08 00:00:00,2024-01-08 01:00:00,2024-01-08,1,5112.83
2024-01-08 07:00:00,2024-01-08 01:00:00,2024-01-08 02:00:00,2024-01-08,2,5440.15
2024-01-08 08:00:00,2024-01-08 02:00:00,2024-01-08 03:00:00,2024-01-08,3,6541.43
2024-01-08 09:00:00,2024-01-08 03:00:00,2024-01-08 04:00:00,2024-01-08,4,8131.15
2024-01-08 10:00:00,2024-01-08 04:00:00,2024-01-08 05:00:00,2024-01-08,5,9985.02
2024-01-08 11:00:00,2024-01-08 05:00:00,2024-01-08 06:00:00,2024-01-08,6,11332.28
2024-01-08 12:00:00,2024-01-08 06:00:00,2024-01-08 07:00:00,2024-01-08,7,13076.61
2024-01-08 13:00:00,2024-01-08 07:00:00,2024-01-08 08:00:00,2024-01-08,8,13872.66
2024-01-08 14:00:00,2024-01-08 08:00:00,2024-01-08 09:00:00,2024-01-08,9,15086.76
2024-01-08 15:00:00,2024-01-08 09:00:00,2024-01-08 10:00:00,2024-01-08,10,15916.77
2024-01-08 16:00:00,2024-01-08 10:00:00,2024-01-08 11:00:00,2024-01-08,11,15699.32
2024-01-08 17:00:00,2024-01-08 11:00:00,2024-01-08 12:00:00,2024-01-08,12,14615.3
2024-01-08 18:00:00,2024-01-08 12:00:00,2024-01-08 13:00:00,2024-01-08,13,13183.21
2024-01-08 19:00:00,2024-01-08 13:00:00,2024-01-08 14:00:00,2024-01-08,14,12444.9
2024-01-08 20:00:00,2024-01-08 14:00:00,2024-01-08 15:00:00,2024-01-08,15,12075.13
2024-01-08 21:00:00,2024-01-08 15:00:00,2024-01-08 16:00:00,2024-01-08,16,12098.16
2024-01-08 22:00:00,2024-01-08 16:00:00,2024-01-08 17:00:00,2024-01-08,17,12694.94
2024-01-08 23:00:00,2024-01-08 17:00:00,2024-01-08 18:00:00,2024-01-08,18,14166.64
2024-01-09 00:00:00,2024-01-08 18:00:00,2024-01-08 19:00:00,2024-01-08,19,15664.17
2024-01-09 01:00:00,2024-01-08 19:00:00,2024-01-08 20:00:00,2024-01-08,20,16546.8
2024-01-09 02:00:00,2024-01-08 20:00:00,2024-01-08 21:00:00,2024-01-08,21,16845.3
2024-01-09 03:00:00,2024-01-08 21:00:00,2024-01-08 22:00:00,2024-01-08,22,16691.8
2024-01-09 04:00:00,2024-01-08 22:00:00,2024-01-08 23:00:00,2024-01-08,23,16920.48
2024-01-09 05:00:00,2024-01-08 23:00:00,2024-01-09 00:00:00,2024-01-09,24,16675.74
2024-01-09 06:00:00,2024-01-09 00:00:00,2024-01-09 01:00:00,2024-01-09,1,16978.92
2024-01-09 07:00:00,2024-01-09 01:00:00,2024-01-09 02:00:00,2024-01-09,2,17471.81
2024-01-09 08:00:00,2024-01-09 02:00:00,2024-01-09 03:00:00,2024-01-09,3,18233.56
2024-01-09 09:00:00,2024-01-09 03:00:00,2024-01-09 04:00:00,2024-01-09,4,18674.16
2024-01-09 10:00:00,2024-01-09 04:00:00,2024-01-09 05:00:00,2024-01-09,5,18789.57
2024-01-09 11:00:00,2024-01-09 05:00:00,2024-01-09 06:00:00,2024-01-09,6,19340.36
2024-01-09 12:00:00,2024-01-09 06:00:00,2024-01-09 07:00:00,2024-01-09,7,20548.9
2024-01-09 13:00:00,2024-01-09 07:00:00,2024-01-09 08:00:00,2024-01-09,8,21406.92
2024-01-09 14:00:00,2024-01-09 08:00:00,2024-01-09 09:00:00,2024-01-09,9,21358.93
2024-01-09 15:00:00,2024-01-09 09:00:00,2024-01-09 10:00:00,2024-01-09,10,21210.45
2024-01-09 16:00:00,2024-01-09 10:00:00,2024-01-09 11:00:00,2024-01-09,11,21666.81
2024-01-09 17:00:00,2024-01-09 11:00:00,2024-01-09 12:00:00,2024-01-09,12,21422.99
2024-01-09 18:00:00,2024-01-09 12:00:00,2024-01-09 13:00:00,2024-01-09,13,20443.51
2024-01-10 19:00:00,2024-01-10 13:00:00,2024-01-10 14:00:00,2024-01-10,14,12303.89
2024-01-10 20:00:00,2024-01-10 14:00:00,2024-01-10 15:00:00,2024-01-10,15,11490.57
2024-01-10 21:00:00,2024-01-10 15:00:00,2024-01-10 16:00:00,2024-01-10,16,9806.35
2024-01-10 22:00:00,2024-01-10 16:00:00,2024-01-10 17:00:00,2024-01-10,17,9139.98
2024-01-10 23:00:00,2024-01-10 17:00:00,2024-01-10 18:00:00,2024-01-10,18,9061.2
2024-01-11 00:00:00,2024-01-10 18:00:00,2024-01-10 19:00:00,2024-01-10,19,8437.87
2024-01-11 01:00:00,2024-01-10 19:00:00,2024-01-10 20:00:00,2024-01-10,20,8474.12
2024-01-11 02:00:00,2024-01-10 20:00:00,2024-01-10 21:00:00,2024-01-10,21,8315.39
2024-01-11 03:00:00,2024-01-10 21:00:00,2024-01-10 22:00:00,2024-01-10,22,8822.03
2024-01-11 04:00:00,2024-01-10 22:00:00,2024-01-10 23:00:00,2024-01-10,23,10421.28
2024-01-11 05:00:00,2024-01-10 23:00:00,2024-01-11 00:00:00,2024-01-11,24,11995.33
2024-01-11 06:00:00,2024-01-11 00:00:00,2024-01-11 01:00:00,2024-01-11,1,13196.2
2024-01-11 07:00:00,2024-01-11 01:00:00,2024-01-11 02:00:00,2024-01-11,2,13805.96
2024-01-11 08:00:00,2024-01-11 02:00:00,2024-01-11 03:00:00,2024-01-11,3,14812.91
2024-01-11 09:00:00,2024-01-11 03:00:00,2024-01-11 04:00:00,2024-01-11,4,15588.65
2024-01-11 10:00:00,2024-01-11 04:00:00,2024-01-11 05:00:00,2024-01-11,5,15945.76
2024-01-11 11:00:00,2024-01-11 05:00:00,2024-01-11 06:00:00,2024-01-11,6,15176.92
2024-01-11 12:00:00,2024-01-11 06:00:00,2024-01-11 07:00:00,2024-01-11,7,13746.6
2024-01-11 13:00:00,2024-01-11 07:00:00,2024-01-11 08:00:00,2024-01-11,8,12372.08
2024-01-11 14:00:00,2024-01-11 08:00:00,2024-01-11 09:00:00,2024-01-11,9,11740.22
2024-01-11 15:00:00,2024-01-11 09:00:00,2024-01-11 10:00:00,2024-01-11,10,11124.69
2024-01-11 16:00:00,2024-01-11 10:00:00,2024-01-11 11:00:00,2024-01-11,11,9204.84
2024-01-11 17:00:00,2024-01-11 11:00:00,2024-01-11 12:00:00,2024-01-11,12,7854.32
2024-01-11 18:00:00,2024-01-11 12:00:00,2024-01-11 13:00:00,2024-01-11,13,6720.38
2024-01-11 19:00:00,2024-01-11 13:00:00,2024-01-11 14:00:00,2024-01-11,14,5818.71
2024-01-11 20:00:00,2024-01-11 14:00:00,2024-01-11 15:00:00,2024-01-11,15,5111.41
2024-01-11 21:00:00,2024-01-11 15:00:00,2024-01-11 16:00:00,2024-01-11,16,4743.77
2024-01-11 22:00:00,2024-01-11 16:00:00,2024-01-11 17:00:00,2024-01-11,17,5676.86
2024-01-11 23:00:00,2024-01-11 17:00:00,2024-01-11 18:00:00,2024-01-11,18,6554.01
2024-01-12 00:00:00,2024-01-11 18:00:00,2024-01-11 19:00:00,2024-01-11,19,7167.81
2024-01-12 01:00:00,2024-01-11 19:00:00,2024-01-11 20:00:00,2024-01-11,20,8937.52
2024-01-12 02:00:00,2024-01-11 20:00:00,2024-01-11 21:00:00,2024-01-11,21,10769.8
2024-01-12 03:00:00,2024-01-11 21:00:00,2024-01-11 22:00:00,2024-01-11,22,11963.57
2024-01-12 04:00:00,2024-01-11 22:00:00,2024-01-11 23:00:00,2024-01-11,23,12991.36
2024-01-12 05:00:00,2024-01-11 23:00:00,2024-01-12 00:00:00,2024-01-12,24,14537.2
2024-01-12 06:00:00,2024-01-12 00:00:00,2024-01-12 01:00:00,2024-01-12,1,15963.44
2024-01-12 07:00:00,2024-01-12 01:00:00,2024-01-12 02:00:00,2024-01-12,2,16820.48
2024-01-12 08:00:00,2024-01-12 02:00:00,2024-01-12 03:00:00,2024-01-12,3,17167.69
2024-01-12 09:00:00,2024-01-12 03:00:00,2024-01-12 04:00:00,2024-01-12,4,17814.59
2024-01-12 10:00:00,2024-01-12 04:00:00,2024-01-12 05:00:00,2024-01-12,5,18734.88
2024-01-12 11:00:00,2024-01-12 05:00:00,2024-01-12 06:00:00,2024-01-12,6,19040.74
2024-01-12 12:00:00,2024-01-12 06:00:00,2024-01-12 07:00:00,2024-01-12,7,19669.34
2024-01-12 13:00:00,2024-01-12 07:00:00,2024-01-12 08:00:00,2024-01-12,8,19776.32
2024-01-12 14:00:00,2024-01-12 08:00:00,2024-01-12 09:00:00,2024-01-12,9,20318.46
2024-01-12 15:00:00,2024-01-12 09:00:00,2024-01-12 10:00:00,2024-01-12,10,20874.05
2024-01-12 16:00:00,2024-01-12 10:00:00,2024-01-12 11:00:00,2024-01-12,11,21908.97
2024-01-12 17:00:00,2024-01-12 11:00:00,2024-01-12 12:00:00,2024-01-12,12,22768.39
2024-01-12 18:00:00,2024-01-12 12:00:00,2024-01-12 13:00:00,2024-01-12,13,23209.23
2024-01-12 19:00:00,2024-01-12 13:00:00,2024-01-12 14:00:00,2024-01-12,14,23573.93
2024-01-12 20:00:00,2024-01-12 14:00:00,2024-01-12 15:00:00,2024-01-12,15,24189.68
2024-01-12 21:00:00,2024-01-12 15:00:00,2024-01-12 16:00:00,2024-01-12,16,25000.47
2024-01-12 22:00:00,2024-01-12 16:00:00,2024-01-12 17:00:00,2024-01-12,17,25138.4
2024-01-12 23:00:00,2024-01-12 17:00:00,2024-01-12 18:00:00,2024-01-12,18,25308.2
2024-01-13 00:00:00,2024-01-12 18:00:00,2024-01-12 19:00:00,2024-01-12,19,25363.62
2024-01-13 01:00:00,2024-01-12 19:00:00,2024-01-12 20:00:00,2024-01-12,20,25030.65
2024-01-13 02:00:00,2024-01-12 20:00:00,2024-01-12 21:00:00,2024-01-12,21,25083.39
2024-01-13 03:00:00,2024-01-12 21:00:00,2024-01-12 22:00:00,2024-01-12,22,24525.33
2024-01-13 04:00:00,2024-01-12 22:00:00,2024-01-12 23:00:00,2024-01-12,23,23363.11
2024-01-13 05:00:00,2024-01-12 23:00:00,2024-01-13 00:00:00,2024-01-13,24,22637.27
2024-01-13 06:00:00,2024-01-13 00:00:00,2024-01-13 01:00:00,2024-01-13,1,22745.94
2024-01-13 07:00:00,2024-01-13 01:00:00,2024-01-13 02:00:00,2024-01-13,2,23062.27
2024-01-13 08:00:00,2024-01-13 02:00:00,2024-01-13 03:00:00,2024-01-13,3,23058.87
2024-01-13 09:00:00,2024-01-13 03:00:00,2024-01-13 04:00:00,2024-01-13,4,22971.12
2024-01-13 10:00:00,2024-01-13 04:00:00,2024-01-13 05:00:00,2024-01-13,5,23025.05
2024-01-13 11:00:00,2024-01-13 05:00:00,2024-01-13 06:00:00,2024-01-13,6,22906.21
2024-01-13 12:00:00,2024-01-13 06:00:00,2024-01-13 07:00:00,2024-01-13,7,22166.33
2024-01-13 13:00:00,2024-01-13 07:00:00,2024-01-13 08:00:00,2024-01-13,8,21622.51
2024-01-13 14:00:00,2024-01-13 08:00:00,2024-01-13 09:00:00,2024-01-13,9,20723.86
2024-01-13 15:00:00,2024-01-13 09:00:00,2024-01-13 10:00:00,2024-01-13,10,20887.83
2024-01-13 16:00:00,2024-01-13 10:00:00,2024-01-13 11:00:00,2024-01-13,11,22111.66
2024-01-13 17:00:00,2024-01-13 11:00:00,2024-01-13 12:00:00,2024-01-13,12,22266.39
2024-01-13 18:00:00,2024-01-13 12:00:00,2024-01-13 13:00:00,2024-01-13,13,23381.81
2024-01-13 19:00:00,2024-01-13 13:00:00,2024-01-13 14:00:00,2024-01-13,14,23383.12
2024-01-13 20:00:00,2024-01-13 14:00:00,2024-01-13 15:00:00,2024-01-13,15,23419.87
2024-01-13 21:00:00,2024-01-13 15:00:00,2024-01-13 16:00:00,2024-01-13,16,23184.73
2024-01-13 22:00:00,2024-01-13 16:00:00,2024-01-13 17:00:00,2024-01-13,17,23115.87
2024-01-13 23:00:00,2024-01-13 17:00:00,2024-01-13 18:00:00,2024-01-13,18,22792.33
2024-01-14 00:00:00,2024-01-13 18:00:00,2024-01-13 19:00:00,2024-01-13,19,22550.51
2024-01-14 01:00:00,2024-01-13 19:00:00,2024-01-13 20:00:00,2024-01-13,20,22273.17
2024-01-14 02:00:00,2024-01-13 20:00:00,2024-01-13 21:00:00,2024-01-13,21,21683.23
2024-01-14 03:00:00,2024-01-13 21:00:00,2024-01-13 22:00:00,2024-01-13,22,21161.45
2024-01-14 04:00:00,2024-01-13 22:00:00,2024-01-13 23:00:00,2024-01-13,23,20396.01
2024-01-14 05:00:00,2024-01-13 23:00:00,2024-01-14 00:00:00,2024-01-14,24,19889.45
2024-01-14 06:00:00,2024-01-14 00:00:00,2024-01-14 01:00:00,2024-01-14,1,19625.53
2024-01-14 07:00:00,2024-01-14 01:00:00,2024-01-14 02:00:00,2024-01-14,2,19450.71
2024-01-14 08:00:00,2024-01-14 02:00:00,2024-01-14 03:00:00,2024-01-14,3,19489.52
2024-01-14 09:00:00,2024-01-14 03:00:00,2024-01-14 04:00:00,2024-01-14,4,19472.28
2024-01-14 10:00:00,2024-01-14 04:00:00,2024-01-14 05:00:00,2024-01-14,5,19406.87
2024-01-14 11:00:00,2024-01-14 05:00:00,2024-01-14 06:00:00,2024-01-14,6,19096.64
2024-01-14 12:00:00,2024-01-14 06:00:00,2024-01-14 07:00:00,2024-01-14,7,18828.25
2024-01-14 13:00:00,2024-01-14 07:00:00,2024-01-14 08:00:00,2024-01-14,8,18166.15
2024-01-14 14:00:00,2024-01-14 08:00:00,2024-01-14 09:00:00,2024-01-14,9,17179.41
2024-01-14 15:00:00,2024-01-14 09:00:00,2024-01-14 10:00:00,2024-01-14,10,16414.89
2024-01-14 16:00:00,2024-01-14 10:00:00,2024-01-14 11:00:00,2024-01-14,11,15143.39
2024-01-14 17:00:00,2024-01-14 11:00:00,2024-01-14 12:00:00,2024-01-14,12,15733.2
2024-01-14 18:00:00,2024-01-14 12:00:00,2024-01-14 13:00:00,2024-01-14,13,14821.94
2024-01-14 19:00:00,2024-01-14 13:00:00,2024-01-14 14:00:00,2024-01-14,14,14450.83
2024-01-14 20:00:00,2024-01-14 14:00:00,2024-01-14 15:00:00,2024-01-14,15,14942.1
